doc_id,title,text,content_type,source,source_url,grade,route_type,location,lat,lng,meta_avg_stars,meta_pitches,meta_length,meta_area_path
e31ce6471ff2,Can I cum on your box?,Can I cum on your box? is a 5.10b/c Sport climbing route. located in Box Canyon Fraser Valley British Columbia Canada North America International. rated 2.5 stars. 1 pitches. 100.0 feet long. the 3rd route from the left. fun arete.. Protection: bolts,route,mountain_project,https://www.mountainproject.com/route/107270456/can-i-cum-on-your-box,5.10b/c,Sport,Box Canyon Fraser Valley British Columbia Canada North America International,49.5731,-121.1882,2.5,1,100.0,
2390a9d8a5f7,Cenicienta,Cenicienta is a 5.10b/c Sport climbing route. located in La Capilla de las Princesas Hidalgo Central Mexico Mexico North America International. rated 2.0 stars. 1 pitches. 30.0 feet long. The start is probably the hardest and there is a bit of a reach two moves from the anchor.. Protection: Bolts an,route,mountain_project,https://www.mountainproject.com/route/110582510/cenicienta,5.10b/c,Sport,La Capilla de las Princesas Hidalgo Central Mexico Mexico North America International,20.22895,-98.85648,2.0,1,30.0,
bba01d1df74a,Centurion,Centurion is a 5.10b/c Sport climbing route. located in The Outpost Chek Sea to Sky (Squamish to Whistler) British Columbia Canada North America International. rated 3.6 stars. 6 pitches. 550.0 feet long. A rare moderate multi-pitch sport route in Squamish! Tucked away above Chek and Conroy Forest R,route,mountain_project,https://www.mountainproject.com/route/111739226/centurion,5.10b/c,Sport,The Outpost Chek Sea to Sky (Squamish to Whistler) British Columbia Canada North America International,49.93557,-123.15603,3.6,6,550.0,California > Joshua Tree National Park > Queen Valley Area > Geology Tour Road > Virgin Islands Area > Diamond Clump > Centurion
95e61d32f846,Chili Dog,Chili Dog is a 5.10b/c Sport climbing route. located in Mini Super Wall El Potrero Chico Nuevo Leon Northern Mexico Mexico North America International. rated 2.6 stars. 1 pitches. 80.0 feet long. A pretty good climb on pretty good rock. Be careful here though as this area is popular with 5.10 climbe,route,mountain_project,https://www.mountainproject.com/route/106648423/chili-dog,5.10b/c,Sport,Mini Super Wall El Potrero Chico Nuevo Leon Northern Mexico Mexico North America International,25.94964,-100.47598,2.6,1,80.0,California > Joshua Tree National Park > Lost Horse Area > Dairy Queen Wall > Dairy Queen Wall - Upper Left Side
b0f77a63c6c2,Codéinomane,"Codéinomane is a 5.10b/c Trad climbing route. located in 2 Atomic Limbo d. Southern Area Lac Long 03. Quebec City, Charlevoix, Portneuf Quebec Canada North America International. rated 1.8 stars. 1 pitches. 115.0 feet long. Continue through a series of covered bottoming dihedrals with occasional nat",route,mountain_project,https://www.mountainproject.com/route/109312856/codeinomane,5.10b/c,Trad,"2 Atomic Limbo d. Southern Area Lac Long 03. Quebec City, Charlevoix, Portneuf Quebec Canada North America International",46.81357,-72.09934,1.8,1,115.0,
d6213840fa29,Dark Side of the Moon,"Dark Side of the Moon is a 5.10b/c PG13 Trad, Alpine climbing route. located in Mount Gimli Valhalla Mountains Kootenays West British Columbia Canada North America International. rated 3.0 stars. 5 pitches. 720.0 feet long. Follow crack to a bolted belay station in a shallow dish. Rap off is possibl",route,mountain_project,https://www.mountainproject.com/route/108292561/dark-side-of-the-moon,5.10b/c PG13,"Trad, Alpine",Mount Gimli Valhalla Mountains Kootenays West British Columbia Canada North America International,49.7655,-117.6478,3.0,5,720.0,California > Los Angeles Basin > Stoney Point > Split Rock
6b0eadf03134,Derectal Dysfunction,"Derectal Dysfunction is a 5.10b/c Sport, TR climbing route. located in Tidal Zawn Copper Cove Vancouver Area British Columbia Canada North America International. rated 1.0 stars. 1 pitches. 45.0 feet long. Starts using the first bolt of De Blackest of Faces. Traverse left underneath the second roof ",route,mountain_project,https://www.mountainproject.com/route/111120026/derectal-dysfunction,5.10b/c,"Sport, TR",Tidal Zawn Copper Cove Vancouver Area British Columbia Canada North America International,49.37891,-123.27834,1.0,1,45.0,
83b8fd04f490,Don't Drink and Drive,Don't Drink and Drive is a 5.10b/c Sport climbing route. located in Bottle Glass Rattlesnake Point Golden Horseshoe Ontario South Bouldering and Rock Ontario Canada North America International. rated 2.5 stars. 1 pitches. Apparently this climb was easier until a piece broke off.. Protection: Anchor ,route,mountain_project,https://www.mountainproject.com/route/114431169/dont-drink-and-drive,5.10b/c,Sport,Bottle Glass Rattlesnake Point Golden Horseshoe Ontario South Bouldering and Rock Ontario Canada North America International,43.468509999999995,-79.91875,2.5,1,,
a0814dbd2f47,Double Barrel,"Double Barrel is a 5.10b/c Trad climbing route. located in El Escalon Jalisco Northern Mexico Mexico North America International. rated 3.5 stars. 1 pitches. 105.0 feet long. Double cracks start out hands. The crux is near the top where you move into the right crack.. Protection: 1""- 2.5"" extra 1 3/",route,mountain_project,https://www.mountainproject.com/route/116151034/double-barrel,5.10b/c,Trad,El Escalon Jalisco Northern Mexico Mexico North America International,21.00804,-103.43596,3.5,1,105.0,California > Central Coast > Santa Barbara > Santa Barbara Bouldering > San Ysidro (Bouldering)
fa8330f8c28c,El Canto,El Canto is a 5.10b/c Sport climbing route. located in Cementera Sonora Northern Mexico Mexico North America International. rated 2.0 stars. 1 pitches. Comienzas en La Cresta y terminas en la reunión de Claustrofobia. Despues de pasar la cuarta plaqueta de La Cresta te trasladas a la derecha para se,route,mountain_project,https://www.mountainproject.com/route/118635352/el-canto,5.10b/c,Sport,Cementera Sonora Northern Mexico Mexico North America International,29.06566,-110.93487,2.0,1,,
b59532018ccc,El Ponsoñu,El Ponsoñu is a 5.10b/c Sport climbing route. located in Urticaria West (420 Wall) Nuevo Bayamón Puerto Rico North America International. rated 2.0 stars. 1 pitches. 44.0 feet long. Try to avoid the sketchy looking block to begin the route. Straight forward line with the crux at the middle. Awkward ,route,mountain_project,https://www.mountainproject.com/route/112906992/el-ponsonu,5.10b/c,Sport,Urticaria West (420 Wall) Nuevo Bayamón Puerto Rico North America International,18.40549,-66.14520999999999,2.0,1,44.0,
b4b12fc2723c,El Sucumo,"El Sucumo is a 5.10b/c Sport climbing route. located in Peña María Chiapas Southern Mexico Mexico North America International. rated 3.0 stars. 1 pitches. 60.0 feet long. Ruta bonita en el lado izquierda del sector ""Apicultor"". Acceso: En el camino al sector ""Patio"" se desvía un sendero hacia la der",route,mountain_project,https://www.mountainproject.com/route/119125326/el-sucumo,5.10b/c,Sport,Peña María Chiapas Southern Mexico Mexico North America International,16.69337,-92.63575,3.0,1,60.0,
817cccabedc0,El ultimo mantra,El ultimo mantra is a 5.10b/c Sport climbing route. located in Franja Superior (upper clif) Calixtlahuaca Central Mexico Mexico North America International. rated 2.0 stars. 1 pitches. 40.0 feet long. Nice finish. Protection: Bolts,route,mountain_project,https://www.mountainproject.com/route/108083577/el-ultimo-mantra,5.10b/c,Sport,Franja Superior (upper clif) Calixtlahuaca Central Mexico Mexico North America International,19.3275,-99.6882,2.0,1,40.0,
086df605f801,Elvis Lives,Elvis Lives is a 5.10b/c Sport climbing route. located in Graceland Area Grassi Lakes Bow Valley Alberta Canada North America International. rated 2.8 stars. 1 pitches. 50.0 feet long. Listed as 5.10c in the Canadian Rock guidebook but I would have given it probably 5.10- Big holds protects well.. P,route,mountain_project,https://www.mountainproject.com/route/108226562/elvis-lives,5.10b/c,Sport,Graceland Area Grassi Lakes Bow Valley Alberta Canada North America International,51.07262,-115.40624,2.8,1,50.0,
0bb5c9a0859e,Everyone's A Critic,Everyone's A Critic is a 5.10b/c Sport climbing route. located in The Courtyard Mamquam FSR Squamish British Columbia Canada North America International. rated 2.0 stars. 1 pitches. 60.0 feet long. Use Laybacks on the crack to get to the first bolt. Deceptively tricky face climbing up the rest of th,route,mountain_project,https://www.mountainproject.com/route/114457036/everyones-a-critic,5.10b/c,Sport,The Courtyard Mamquam FSR Squamish British Columbia Canada North America International,49.71393,-123.09943,2.0,1,60.0,
a32e79a4b40e,Gondwanaland,Gondwanaland is a 5.10b/c Sport climbing route. located in Creekside Cougar Canyon (Creek) - CONSTRUCTION IN PROGRESS Bow Valley Alberta Canada North America International. rated 3.0 stars. 1 pitches. 50.0 feet long. A low crux to good edges all the way up! enjoy it and keep the pump at bay. Stick c,route,mountain_project,https://www.mountainproject.com/route/110941083/gondwanaland,5.10b/c,Sport,Creekside Cougar Canyon (Creek) - CONSTRUCTION IN PROGRESS Bow Valley Alberta Canada North America International,51.11285,-115.29471,3.0,1,50.0,Colorado > Estes Park Valley > Lumpy Ridge > Gem Lake Wall
e59a3b8df0c1,Good Night Gracie,Good Night Gracie is a 5.10b/c PG13 Trad climbing route. located in Minkey Wall Cochrane Lane Cliffs Welsford New Brunswick Canada North America International. rated 2.0 stars. 1 pitches. 95.0 feet long. Climb up to a ledge/stance. Reach right around the corner and clip the bolt. Climb the buttress ,route,mountain_project,https://www.mountainproject.com/route/116818167/good-night-gracie,5.10b/c PG13,Trad,Minkey Wall Cochrane Lane Cliffs Welsford New Brunswick Canada North America International,45.4396,-66.30719,2.0,1,95.0,
649fbacdffab,Hanche gauche,"Hanche gauche is a 5.10b/c Sport climbing route. located in Cap Blanc - Pointe-au-Pic 03. Quebec City, Charlevoix, Portneuf Quebec Canada North America International. rated 2.0 stars. 1 pitches. This route starts a bit strangely towards a small overhanging part of the wall where the crux is. Be care",route,mountain_project,https://www.mountainproject.com/route/115317374/hanche-gauche,5.10b/c,Sport,"Cap Blanc - Pointe-au-Pic 03. Quebec City, Charlevoix, Portneuf Quebec Canada North America International",47.62587,-70.14125,2.0,1,,
d74685b016c0,hiéroglyphes,hiéroglyphes is a 5.10b/c Sport climbing route. located in c. Pain de sucre Dame de Coeur Val-David 15. Laurentians Quebec Canada North America International. rated 4.0 stars. 1 pitches. Technical line with several mantles which makes the charm of the route. Once on the ledge end on Vipère. Ligne te,route,mountain_project,https://www.mountainproject.com/route/118782821/hieroglyphes,5.10b/c,Sport,c. Pain de sucre Dame de Coeur Val-David 15. Laurentians Quebec Canada North America International,46.02391,-74.18239,4.0,1,,
107d8f04ec57,History of time,History of time is a 5.10b/c Sport climbing route. located in Cosmology Cougar Canyon (Creek) - CONSTRUCTION IN PROGRESS Bow Valley Alberta Canada North America International. rated 2.0 stars. 1 pitches. Low hard climbing leads to easier stuff above. Look left to find the anchors.. Protection: 8 bol,route,mountain_project,https://www.mountainproject.com/route/110927653/history-of-time,5.10b/c,Sport,Cosmology Cougar Canyon (Creek) - CONSTRUCTION IN PROGRESS Bow Valley Alberta Canada North America International,51.10331,-115.30451,2.0,1,,
5e39eada48f7,Holiday In Cambodia Direct,Holiday In Cambodia Direct is a 5.10b/c Sport climbing route. located in Punk Wall Black Feather Canyon Banff National Park Alberta Canada North America International. rated 4.0 stars. 1 pitches. Direct start to Holiday In Cambodia. Flood washed away 2m's so it has a high first bolt now. Adds a grad,route,mountain_project,https://www.mountainproject.com/route/116072161/holiday-in-cambodia-direct,5.10b/c,Sport,Punk Wall Black Feather Canyon Banff National Park Alberta Canada North America International,51.272659999999995,-115.49196,4.0,1,,
831baa27e0ad,Holy Huecos Bat Wo-Man,"Holy Huecos Bat Wo-Man is a 5.10b/c Sport climbing route. located in The Northeast Point Cayman Brac North America International. rated 3.0 stars. 1 pitches. 100.0 feet long. Stellar sport climbing above a ""whirlpool."" Make sure to do this route if you are at the point. Watching the water crash into",route,mountain_project,https://www.mountainproject.com/route/108755049/holy-huecos-bat-wo-man,5.10b/c,Sport,The Northeast Point Cayman Brac North America International,19.7521,-79.7231,3.0,1,100.0,
f95df8ac2668,Hot Box,Hot Box is a 5.10b/c Trad climbing route. located in Box Canyon Fraser Valley British Columbia Canada North America International. rated 2.5 stars. 1 pitches. 100.0 feet long. Climb the right facing corner to an anchor at 30 meters.. Protection: Mixed,route,mountain_project,https://www.mountainproject.com/route/107281695/hot-box,5.10b/c,Trad,Box Canyon Fraser Valley British Columbia Canada North America International,49.5731,-121.1882,2.5,1,100.0,California > Redwood Coast > Land Of The Lost > Tropics Wall
15497fa223d0,Hysteria,"Hysteria is a 5.10b/c Sport, TR climbing route. located in Main Face Flatrock Avalon Peninsula Newfoundland Newfoundland and Labrador Canada North America International. rated 2.5 stars. 1 pitches. 60.0 feet long. A well-protected mid-route crux makes this an excellent first 5.10 tick for the new le",route,mountain_project,https://www.mountainproject.com/route/114324803/hysteria,5.10b/c,"Sport, TR",Main Face Flatrock Avalon Peninsula Newfoundland Newfoundland and Labrador Canada North America International,47.6999,-52.6984,2.5,1,60.0,California > Yosemite National Park > Tuolumne Meadows > Mariuolumne Dome > North Wall
878d67948ad8,I'm an Amanita,I'm an Amanita is a 5.10b/c Sport climbing route. located in Creek wall Red Rock Mountain New Brunswick Canada North America International. rated 4.0 stars. 1 pitches. 55.0 feet long. Fun climbing with a few technical moves will leave you with a smile on your face. Exit the route to the left of the ,route,mountain_project,https://www.mountainproject.com/route/119090277/im-an-amanita,5.10b/c,Sport,Creek wall Red Rock Mountain New Brunswick Canada North America International,45.2566,-66.75769,4.0,1,55.0,
96aa86187ab8,Idiot Savant,Idiot Savant is a 5.10b/c PG13 Trad climbing route. located in This Is Your Brain Rehabilitation Projects Sea to Sky (Squamish to Whistler) British Columbia Canada North America International. rated 2.0 stars. 1 pitches. 130.0 feet long. On the right hand side of This Is Your Brain. Start up a ramp ,route,mountain_project,https://www.mountainproject.com/route/106935259/idiot-savant,5.10b/c PG13,Trad,This Is Your Brain Rehabilitation Projects Sea to Sky (Squamish to Whistler) British Columbia Canada North America International,49.9116,-123.1672,2.0,1,130.0,California > Sierra Eastside > Mammoth Lakes Area > Bear Crag > 4) Unenchanted Forest
399631ea8d04,Kamikaze,Kamikaze is a 5.10b/c Sport climbing route. located in W Side El Reliz / Cerro de las viboras Sonora Northern Mexico Mexico North America International. rated 3.0 stars. 1 pitches. Inicias en la pared con desplome para luego seguir por toda la arista. Después de la mitad la pared se hace tipo piedra,route,mountain_project,https://www.mountainproject.com/route/116678933/kamikaze,5.10b/c,Sport,W Side El Reliz / Cerro de las viboras Sonora Northern Mexico Mexico North America International,28.99182,-111.00831,3.0,1,,California > Los Angeles Basin > Santa Monica Mountains > Echo Cliffs > Kamikaze Cave
8febc12e59fe,Karmacide,"Karmacide is a 5.10b/c Sport, Alpine climbing route. located in Joint Wall Crest Creek Crags Strathcona Provincial Park Vancouver Island British Columbia Canada North America International. rated 3.0 stars. 1 pitches. 80.0 feet long. Enjoyable climb with a series of fun overhangs towards the top. Ca",route,mountain_project,https://www.mountainproject.com/route/113693141/karmacide,5.10b/c,"Sport, Alpine",Joint Wall Crest Creek Crags Strathcona Provincial Park Vancouver Island British Columbia Canada North America International,49.84099000000001,-125.91187,3.0,1,80.0,
2acb729da749,La Cresta,La Cresta is a 5.10b/c Sport climbing route. located in Cementera Sonora Northern Mexico Mexico North America International. rated 3.0 stars. 1 pitches. Inicias por la izquierda de la grieta y te vas siguiendo toda la cresta hasta donde termina. Crux entre segunda y tercera plaqueta.. Protection: Re,route,mountain_project,https://www.mountainproject.com/route/118135804/la-cresta,5.10b/c,Sport,Cementera Sonora Northern Mexico Mexico North America International,29.06566,-110.93487,3.0,1,,
b05e46dfc08b,La luna,La luna is a 5.10b/c R Sport climbing route. located in Mali San Sebastian Tutla Central Mexico Mexico North America International. rated 2.7 stars. 1 pitches. 65.0 feet long. Start on the nice face with big pockets. First bolt is a bit high (as in many other routes in the area) but the climbing is ,route,mountain_project,https://www.mountainproject.com/route/112444279/la-luna,5.10b/c R,Sport,Mali San Sebastian Tutla Central Mexico Mexico North America International,17.044320000000006,-96.67243,2.7,1,65.0,California > Central Coast > Hwy 33/Ojai > Hwy 33/Ojai Bouldering > Pine Mountain > Enlightenment Ridge
e3baec0281b5,La mina del pelón,La mina del pelón is a 5.10b/c Sport climbing route. located in Médicos La Huasteca Nuevo Leon Northern Mexico Mexico North America International. rated 3.0 stars. 1 pitches. 90.0 feet long. No information. Protection: 12 bolts to a 2 bolt anchor,route,mountain_project,https://www.mountainproject.com/route/112793653/la-mina-del-pelon,5.10b/c,Sport,Médicos La Huasteca Nuevo Leon Northern Mexico Mexico North America International,25.59508,-100.44456,3.0,1,90.0,
58f33b7846c9,La Pantera Rosa,La Pantera Rosa is a 5.10b/c Sport climbing route. located in Las Estrellas Main Wall Las Estrellas Canyon El Potrero Chico Nuevo Leon Northern Mexico Mexico North America International. rated 2.2 stars. 1 pitches. 100.0 feet long. Straight up finishing in a finger crack.. Protection: Bolts.,route,mountain_project,https://www.mountainproject.com/route/106176130/la-pantera-rosa,5.10b/c,Sport,Las Estrellas Main Wall Las Estrellas Canyon El Potrero Chico Nuevo Leon Northern Mexico Mexico North America International,25.95042,-100.47577,2.2,1,100.0,
5a3d13569b4a,La sans nom,"La sans nom is a 5.10b/c Sport, TR climbing route. located in La Source Kékéko 08. Abitibi-Temiscamingue, Nord du Quebec Quebec Canada North America International. rated 3.0 stars. 1 pitches. 30.0 feet long. Belle voie technique. La sortie est difficile et engagée.. Protection: 3 bolts + relais.",route,mountain_project,https://www.mountainproject.com/route/116621846/la-sans-nom,5.10b/c,"Sport, TR","La Source Kékéko 08. Abitibi-Temiscamingue, Nord du Quebec Quebec Canada North America International",48.18528,-79.13308,3.0,1,30.0,
71a8ab47b21b,La Secta del Insecto,La Secta del Insecto is a 5.10b/c Trad climbing route. located in El Escalon Jalisco Northern Mexico Mexico North America International. rated 3.0 stars. 1 pitches. 90.0 feet long. Fingers and hands to a wide slot then move right past a small tree to the anchors. Protection: Gear to 3,route,mountain_project,https://www.mountainproject.com/route/115458915/la-secta-del-insecto,5.10b/c,Trad,El Escalon Jalisco Northern Mexico Mexico North America International,21.00804,-103.43596,3.0,1,90.0,
d5435d2fcdae,Le Débutant,"Le Débutant is a 5.10b/c Trad climbing route. located in Chibougamau 08. Abitibi-Temiscamingue, Nord du Quebec Quebec Canada North America International. rated 2.0 stars. 1 pitches. 60.0 feet long. Climb the Wide crack (camelot 3 or 4 ) after you get to the ledge its all glue in to the top. Grimper ",route,mountain_project,https://www.mountainproject.com/route/118246989/le-debutant,5.10b/c,Trad,"Chibougamau 08. Abitibi-Temiscamingue, Nord du Quebec Quebec Canada North America International",49.92794,-74.3301,2.0,1,60.0,
28b4ad456a8b,Lobo Estepario,Lobo Estepario is a 5.10b/c Trad climbing route. located in El Escalon Jalisco Northern Mexico Mexico North America International. rated 4.0 stars. 1 pitches. 100.0 feet long. Start with a short section of fist crack followed by fingers. AT the half way point you can either continue straight up (5.1,route,mountain_project,https://www.mountainproject.com/route/116828920/lobo-estepario,5.10b/c,Trad,El Escalon Jalisco Northern Mexico Mexico North America International,21.00804,-103.43596,4.0,1,100.0,
131a954f46ce,Long Legs and Candy,Long Legs and Candy is a 5.10b/c Trad climbing route. located in Hayward Lake Crag Fraser Valley British Columbia Canada North America International. rated 2.0 stars. 1 pitches. 50.0 feet long. Fun crack climb that runs through a variety of sized jams.. Protection: single rack,route,mountain_project,https://www.mountainproject.com/route/118913509/long-legs-and-candy,5.10b/c,Trad,Hayward Lake Crag Fraser Valley British Columbia Canada North America International,49.20528,-122.41511,2.0,1,50.0,
47262b02f380,Loose Moose,"Loose Moose is a 5.10b/c Trad, Sport climbing route. located in Lower Tier Bear Mountain (AKA Bald Hill) New Brunswick Canada North America International. rated 1.5 stars. 1 pitches. 25.0 feet long. First bolt can be stick clipped or requires one blanacey move. Follow crips and flakes past another b",route,mountain_project,https://www.mountainproject.com/route/107577433/loose-moose,5.10b/c,"Trad, Sport",Lower Tier Bear Mountain (AKA Bald Hill) New Brunswick Canada North America International,45.47227,-66.50856,1.5,1,25.0,
de88438c0ba0,Lullaby,Lullaby is a 5.10b/c Sport climbing route. located in Paddock Wall Sunshine Rock Banff National Park Alberta Canada North America International. rated 3.0 stars. 1 pitches. 45.0 feet long. Great climb with nice crimps and edges. Transition past the 2nd bolt over the small overhang is the trickiest p,route,mountain_project,https://www.mountainproject.com/route/117616881/lullaby,5.10b/c,Sport,Paddock Wall Sunshine Rock Banff National Park Alberta Canada North America International,51.154309999999995,-115.68546,3.0,1,45.0,"Georgia > Metro-Atlanta Area > Island Ford > Sandman, The"
74f5a19b1ed2,Lysdexia,Lysdexia is a 5.10b/c Sport climbing route. located in Creekside Cougar Canyon (Creek) - CONSTRUCTION IN PROGRESS Bow Valley Alberta Canada North America International. rated 3.0 stars. 1 pitches. 50.0 feet long. good edges good under clings but basically ends on easy ground. Really fun climbing one,route,mountain_project,https://www.mountainproject.com/route/110941065/lysdexia,5.10b/c,Sport,Creekside Cougar Canyon (Creek) - CONSTRUCTION IN PROGRESS Bow Valley Alberta Canada North America International,51.11285,-115.29471,3.0,1,50.0,
26febffe9d93,Maple Bacon Chicken Wing,"Maple Bacon Chicken Wing is a 5.10b/c Sport climbing route. located in Middle Wall Slesse Creek Roadside Limestone Fraser Valley British Columbia Canada North America International. rated 2.0 stars. 1 pitches. Quoted from the topo: ""Move left then move right and repeat. Climb to the right of the bol",route,mountain_project,https://www.mountainproject.com/route/119053932/maple-bacon-chicken-wing,5.10b/c,Sport,Middle Wall Slesse Creek Roadside Limestone Fraser Valley British Columbia Canada North America International,49.0766,-121.71154,2.0,1,,
23f7233be5f7,Mas Tarde,Mas Tarde is a 5.10b/c Sport climbing route. located in 09. Pared de Los Tormentos Mogote del Valle Vinales Cuba North America International. rated 3.0 stars. 3 pitches. 250.0 feet long. This is the multipitch route right of Guao Guano y Espina. The grade of 5.11a feels very soft comparing to that o,route,mountain_project,https://www.mountainproject.com/route/114019750/mas-tarde,5.10b/c,Sport,09. Pared de Los Tormentos Mogote del Valle Vinales Cuba North America International,22.62314,-83.71749,3.0,3,250.0,
d0b37a0e0ea2,Mashed Bananas,"Mashed Bananas is a 5.10b/c PG13 Trad, TR climbing route. located in Lower West Wall Golden Canyon Yukon Territory Canada North America International. rated 3.0 stars. 1 pitches. 98.0 feet long. Scamper up a ledge. Next do some jamming in this big crack. You have to shove your right arm way in to ge",route,mountain_project,https://www.mountainproject.com/route/109251092/mashed-bananas,5.10b/c PG13,"Trad, TR",Lower West Wall Golden Canyon Yukon Territory Canada North America International,60.910030000000006,-135.51789,3.0,1,98.0,
0df186583815,Mi Flaquita,Mi Flaquita is a 5.10b/c Trad climbing route. located in Peñón Blanco Durango Northern Mexico Mexico North America International. rated 3.0 stars. 8 pitches. 1000.0 feet long. The slab gets a bit runout but not bad. A lot like Cochise.. Protection: bolts and anchors,route,mountain_project,https://www.mountainproject.com/route/107943309/mi-flaquita,5.10b/c,Trad,Peñón Blanco Durango Northern Mexico Mexico North America International,24.96686,-104.04447,3.0,8,1000.0,
